id	name	description	synonyms	organism
ENSG00000173801	JUP	junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]	["CTNNG", "DP3", "DPIII", "ENTREZ:3728", "HGNC:6207", "JUP", "MIM:173325", "NM_001352773", "NM_001352774", "NM_001352775", "NM_001352776", "NM_001352777", "NM_002230", "NM_021991", "NP_001339702", "NP_001339703", "NP_001339704", "NP_001339705", "NP_001339706", "NP_002221", "NP_068831", "PDGB", "PG", "PKGB", "XM_006721874", "XM_006721875", "XM_011524753", "XM_011524756", "XM_011524758", "XM_017024588", "XM_017024590", "XP_006721937", "XP_006721938", "XP_011523055", "XP_011523058", "XP_011523060", "XP_016880077", "XP_016880079", "junction plakoglobin"]	NCBI:txid9606
ENSG00000173805	HAP1	huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]	["ENTREZ:9001", "HAP1", "HAP2", "HGNC:4812", "HIP5", "HLP", "MIM:600947", "NM_001079870", "NM_001079871", "NM_001367459", "NM_001367460", "NM_001367461", "NM_001367462", "NM_003949", "NM_177977", "NP_001073339", "NP_001073340", "NP_001354388", "NP_001354389", "NP_001354390", "NP_001354391", "NP_817084", "hHLP1", "huntingtin associated protein 1"]	NCBI:txid9606
ENSG00000173821	RNF213	ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]	["ALO17", "C17orf27", "ENTREZ:57674", "HGNC:14539", "KIAA1618", "MIM:613768", "MYMY2", "MYSTR", "NET57", "NM_001256071", "NM_020914", "NM_020954", "NP_001243000", "NP_066005", "RNF213", "XM_005257545", "XM_005257546", "XM_006721995", "XM_011525084", "XM_011525086", "XM_011525087", "XM_017024905", "XP_005257602", "XP_005257603", "XP_006722058", "XP_011523386", "XP_011523388", "XP_011523389", "XP_016880394", "ring finger protein 213"]	NCBI:txid9606
ENSG00000173838	MARCHF10	membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]	["ENTREZ:162333", "HGNC:26655", "MARCH-X", "MARCH10", "MARCHF10", "MIM:613337", "NM_001100875", "NM_001288779", "NM_001288780", "NM_152598", "NP_001094345", "NP_001275708", "NP_001275709", "NP_689811", "RNF190", "XM_005257095", "XM_005257096", "XM_005257097", "XM_005257098", "XM_005257100", "XM_005257102", "XM_005257103", "XM_005257106", "XM_011524435", "XM_011524436", "XM_011524437", "XP_005257152", "XP_005257153", "XP_005257154", "XP_005257155", "XP_005257157", "XP_005257159", "XP_005257160", "XP_005257163", "XP_011522737", "XP_011522738", "XP_011522739", "XR_934406", "membrane associated ring-CH-type finger 10"]	NCBI:txid9606
ENSG00000173898	SPTBN2	spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]	["ENTREZ:6712", "GTRAP41", "HGNC:11276", "MIM:604985", "NM_006946", "NP_008877", "SCA5", "SCAR14", "SPTBN2", "XM_005274193", "XM_006718669", "XM_006718671", "XM_011545216", "XM_011545217", "XM_017018174", "XM_017018175", "XM_017018176", "XM_017018177", "XM_017018178", "XP_005274250", "XP_006718732", "XP_006718734", "XP_011543518", "XP_011543519", "XP_016873663", "XP_016873664", "XP_016873665", "XP_016873666", "XP_016873667", "spectrin beta", "non-erythrocytic 2"]	NCBI:txid9606
ENSG00000173915	ATP5MK	ATP synthase membrane subunit k [Source:HGNC Symbol;Acc:HGNC:30889]	["AGP", "ATP synthase membrane subunit k", "ATP5MD", "ATP5MK", "DAPIT", "ENTREZ:84833", "HCVFTP2", "HGNC:30889", "MC5DN6", "MIM:615204", "NM_001206426", "NM_001206427", "NM_032747", "NP_001193355", "NP_001193356", "NP_116136", "USMG5", "XM_024448237", "XP_024304005", "bA792D24.4"]	NCBI:txid9606
ENSG00000173991	TCAP	titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]	["CMD1N", "CMH25", "ENTREZ:8557", "HGNC:11610", "LGMD2G", "LGMDR7", "MIM:604488", "NM_003673", "NP_003664", "T-cap", "TCAP", "TELE", "telethonin", "titin-cap"]	NCBI:txid9606
ENSG00000174007	CEP19	centrosomal protein 19 [Source:HGNC Symbol;Acc:HGNC:28209]	["C3orf34", "CEP19", "ENTREZ:84984", "HGNC:28209", "MIM:615586", "MOSPGF", "NM_001379468", "NM_001379469", "NM_001379470", "NM_032898", "NP_001366397", "NP_001366398", "NP_001366399", "NP_116287", "centrosomal protein 19"]	NCBI:txid9606
ENSG00000174080	CTSF	cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531]	["CATSF", "CLN13", "CTSF", "ENTREZ:8722", "HGNC:2531", "MIM:603539", "NM_003793", "NP_003784", "XM_011545328", "XP_011543630", "cathepsin F"]	NCBI:txid9606
ENSG00000174106	LEMD3	LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]	["ENTREZ:23592", "HGNC:28887", "LEM domain containing 3", "LEMD3", "MAN1", "MIM:607844", "NM_001167614", "NM_014319", "NP_001161086", "NP_055134"]	NCBI:txid9606
ENSG00000174173	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]	["COXPD30", "ENTREZ:54931", "HGNC:26022", "HNYA", "MIM:615423", "MRPP1", "NM_017819", "NP_060289", "RG9MTD1", "TRMT10C", "tRNA methyltransferase 10C", "mitochondrial RNase P subunit"]	NCBI:txid9606
ENSG00000174227	PIGG	phosphatidylinositol glycan anchor biosynthesis class G [Source:HGNC Symbol;Acc:HGNC:25985]	["ENTREZ:54872", "GPI7", "HGNC:25985", "LAS21", "MIM:616918", "MRT53", "NM_001127178", "NM_001289051", "NM_001289052", "NM_001289053", "NM_001289055", "NM_001289057", "NM_001345986", "NM_001345987", "NM_001345988", "NM_001345989", "NM_001345990", "NM_001345991", "NM_001345994", "NM_017733", "NP_001120650", "NP_001275980", "NP_001275981", "NP_001275982", "NP_001275984", "NP_001275986", "NP_001332915", "NP_001332916", "NP_001332917", "NP_001332918", "NP_001332919", "NP_001332920", "NP_001332923", "NP_060203", "NR_110293", "NR_144326", "NR_144327", "NR_144328", "NR_144329", "NR_144330", "NR_144331", "NR_144332", "NR_144333", "NR_144334", "PIGG", "PRO4405", "RLGS1930", "XM_011513490", "XM_011513491", "XM_011513492", "XM_011513494", "XP_011511792", "XP_011511793", "XP_011511794", "XP_011511796", "XR_001741248", "XR_001741251", "XR_001741253", "XR_001741254", "XR_001741255", "XR_001741258", "XR_001741259", "XR_001741261", "XR_001741262", "XR_002959736", "XR_002959737", "XR_002959738", "XR_924965", "XR_924967", "XR_924969", "XR_924972", "phosphatidylinositol glycan anchor biosynthesis class G"]	NCBI:txid9606
ENSG00000174231	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]	["ENTREZ:10594", "HGNC:17340", "HPRP8", "MIM:607300", "NM_006445", "NP_006436", "PRP8", "PRPC8", "PRPF8", "RP13", "SNRNP220", "XM_024450537", "XP_024306305", "pre-mRNA processing factor 8"]	NCBI:txid9606
ENSG00000174279	EVX2	even-skipped homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3507]	["ENTREZ:344191", "EVX-2", "EVX2", "HGNC:3507", "MIM:142991", "NM_001080458", "NP_001073927", "even-skipped homeobox 2"]	NCBI:txid9606
ENSG00000174332	GLIS1	GLIS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:29525]	["ENTREZ:148979", "GLIS family zinc finger 1", "GLIS1", "HGNC:29525", "MIM:610378", "NM_001367484", "NM_001390836", "NM_001390837", "NM_001390838", "NM_147193", "NP_001354413", "NP_001377765", "NP_001377766", "NP_001377767", "NP_671726", "XM_017000409", "XM_017000411", "XM_017000412", "XP_016855898", "XP_016855900", "XP_016855901"]	NCBI:txid9606
ENSG00000174358	SLC6A19	solute carrier family 6 member 19 [Source:HGNC Symbol;Acc:HGNC:27960]	["B0AT1", "ENTREZ:340024", "HGNC:27960", "HND", "MIM:608893", "NM_001003841", "NP_001003841", "SLC6A19", "solute carrier family 6 member 19"]	NCBI:txid9606
ENSG00000174405	LIG4	DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]	["DNA ligase 4", "ENTREZ:3981", "HGNC:6601", "LIG4", "LIG4S", "MIM:601837", "NM_001098268", "NM_001330595", "NM_001352598", "NM_001352599", "NM_001352600", "NM_001352601", "NM_001352602", "NM_001352603", "NM_001352604", "NM_001379095", "NM_002312", "NM_206937", "NP_001091738", "NP_001317524", "NP_001339527", "NP_001339528", "NP_001339529", "NP_001339530", "NP_001339531", "NP_001339532", "NP_001339533", "NP_001366024", "NP_002303", "NP_996820"]	NCBI:txid9606
ENSG00000174417	TRHR	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]	["CHNG7", "ENTREZ:7201", "HGNC:12299", "MIM:188545", "NM_003301", "NP_003292", "TRH-R", "TRHR", "thyrotropin releasing hormone receptor"]	NCBI:txid9606
ENSG00000174437	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]	["ATP2A2", "ATP2B", "ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2", "DAR", "DD", "ENTREZ:488", "HGNC:812", "MIM:108740", "NM_001135765", "NM_001681", "NM_170665", "NP_001672", "NP_733765", "SERCA2", "XM_005253888", "XM_011538402", "XP_005253945", "XP_011536704", "XR_002957329", "XR_243009"]	NCBI:txid9606
ENSG00000174469	CNTNAP2	contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]	["AUTS15", "CASPR2", "CDFE", "CNTNAP2", "ENTREZ:26047", "HGNC:13830", "MIM:604569", "NM_014141", "NP_054860", "NRXN4", "PTHSL1", "XM_017011950", "XP_016867439", "contactin associated protein 2"]	NCBI:txid9606
ENSG00000174483	BBS1	Bardet-Biedl syndrome 1 [Source:HGNC Symbol;Acc:HGNC:966]	["BBS1", "BBS2L2", "Bardet-Biedl syndrome 1", "ENTREZ:582", "HGNC:966", "MIM:209901", "NM_024649", "NP_078925"]	NCBI:txid9606
ENSG00000174502	SLC26A9	solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469]	["ENTREZ:115019", "HGNC:14469", "MIM:608481", "NM_001142600", "NM_052934", "NM_134325", "NP_443166", "NP_599152", "SLC26A9", "XM_011509121", "XM_011509122", "XM_011509124", "XP_011507423", "XP_011507424", "XP_011507426", "XR_001736957", "solute carrier family 26 member 9"]	NCBI:txid9606
ENSG00000174527	MYO1H	myosin IH [Source:HGNC Symbol;Acc:HGNC:13879]	["ENTREZ:283446", "HGNC:13879", "MIM:614636", "MYO1H", "NM_001101421", "NM_173597", "NP_001094891", "XM_011538223", "XM_017019207", "XP_011536525", "XP_016874696", "myosin IH"]	NCBI:txid9606
ENSG00000174600	CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	["CHEMERINR", "CMKLR1", "ChemR23", "DEZ", "ENTREZ:1240", "HGNC:2121", "MIM:602351", "NM_001142343", "NM_001142344", "NM_001142345", "NM_004072", "NP_001135815", "NP_001135816", "NP_001135817", "NP_004063", "RVER1", "XM_017018820", "XP_016874309", "chemerin chemokine-like receptor 1"]	NCBI:txid9606
ENSG00000174640	SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	["ENTREZ:6578", "HGNC:10955", "MATR1", "MIM:601460", "NM_005630", "NP_005621", "OATP2A1", "PGT", "PHOAR2", "SLC21A2", "SLCO2A1", "XM_017007077", "XM_024453721", "XP_016862566", "XP_024309489", "solute carrier organic anion transporter family member 2A1"]	NCBI:txid9606
ENSG00000174684	B4GAT1	beta-1,4-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15685]	["B3GN-T1", "B3GNT1", "B3GNT6", "B4GAT1", "BETA3GNTI", "ENTREZ:11041", "HGNC:15685", "MDDGA13", "MIM:605517", "NM_006876", "NP_006867", "beta-1", "4-glucuronyltransferase 1", "iGAT", "iGNT"]	NCBI:txid9606
ENSG00000174697	LEP	leptin [Source:HGNC Symbol;Acc:HGNC:6553]	["ENTREZ:3952", "HGNC:6553", "LEP", "LEPD", "MIM:164160", "NM_000230", "NP_000221", "OB", "OBS", "XM_005250340", "XP_005250397", "leptin"]	NCBI:txid9606
ENSG00000174705	SH3PXD2B	SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]	["ENTREZ:285590", "FAD49", "FTHS", "HGNC:29242", "HOFI", "KIAA1295", "MIM:613293", "NM_001017995", "NM_001308175", "NP_001017995", "NP_001295104", "SH3 and PX domains 2B", "SH3PXD2B", "TKS4", "TSK4", "XM_017009351", "XP_016864840"]	NCBI:txid9606
ENSG00000174720	LARP7	La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]	["ALAZS", "ENTREZ:51574", "HDCMA18P", "HGNC:24912", "LARP7", "La ribonucleoprotein 7", "transcriptional regulator", "MIM:612026", "NM_001267039", "NM_001370974", "NM_001370975", "NM_001370976", "NM_001370977", "NM_001370978", "NM_001370979", "NM_001370980", "NM_001370981", "NM_001370982", "NM_015454", "NM_016648", "NP_001253968", "NP_001357903", "NP_001357904", "NP_001357905", "NP_001357906", "NP_001357907", "NP_001357908", "NP_001357909", "NP_001357910", "NP_001357911", "NP_056269", "NP_057732", "PIP7S", "XM_024454082", "XM_024454083", "XM_024454084", "XM_024454086", "XM_024454087", "XM_024454089", "XP_024309850", "XP_024309851", "XP_024309852", "XP_024309854", "XP_024309855", "XP_024309857", "hLARP7"]	NCBI:txid9606
ENSG00000174740	PABPC5	poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]	["ENTREZ:140886", "HGNC:13629", "MIM:300407", "NM_080832", "NP_543022", "PABP5", "PABPC5", "poly(A) binding protein cytoplasmic 5"]	NCBI:txid9606
ENSG00000174748	RPL15	ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]	["DBA12", "EC45", "ENTREZ:6138", "HGNC:10306", "L15", "MIM:604174", "NM_001253379", "NM_001253380", "NM_001253382", "NM_001253383", "NM_001253384", "NM_002948", "NP_001240308", "NP_001240309", "NP_001240311", "NP_001240312", "NP_001240313", "NP_002939", "RPL10", "RPL15", "RPLY10", "RPYL10", "ribosomal protein L15"]	NCBI:txid9606
ENSG00000174775	HRAS	HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]	["C-BAS/HAS", "C-H-RAS", "C-HA-RAS1", "CTLO", "ENTREZ:3265", "H-RASIDX", "HAMSV", "HGNC:5173", "HRAS", "HRAS1", "HRas proto-oncogene", "GTPase", "MIM:190020", "NM_001130442", "NM_001318054", "NM_005343", "NM_176795", "NP_001123914", "NP_001304983", "NP_005334", "NP_789765", "RASH1", "p21ras"]	NCBI:txid9606
ENSG00000174804	FZD4	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]	["CD344", "ENTREZ:8322", "EVR1", "FEVR", "FZD4", "FZD4S", "Fz-4", "Fz4", "FzE4", "GPCR", "HGNC:4042", "MIM:604579", "NM_012193", "NP_036325", "frizzled class receptor 4", "hFz4"]	NCBI:txid9606
ENSG00000174827	PDZK1	PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:8821]	["CAP70", "CLAMP", "ENTREZ:5174", "HGNC:8821", "MIM:603831", "NHERF-3", "NHERF3", "NM_001201325", "NM_001201326", "NM_001371359", "NM_001371361", "NM_002614", "NP_001188254", "NP_001188255", "NP_001358288", "NP_001358290", "NP_002605", "PDZ domain containing 1", "PDZD1", "PDZK1", "XM_011509616", "XM_017001467", "XM_024447616", "XM_024447619", "XM_024447620", "XP_011507918", "XP_016856956", "XP_024303384", "XP_024303387", "XP_024303388", "XR_002956798", "XR_002956799", "XR_002956800", "XR_002956801"]	NCBI:txid9606
ENSG00000174886	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11 [Source:HGNC Symbol;Acc:HGNC:20371]	["B14.7", "CI-B14.7", "ENTREZ:126328", "HGNC:20371", "MC1DN14", "MIM:612638", "NADH:ubiquinone oxidoreductase subunit A11", "NDUFA11", "NM_001193375", "NM_175614", "NP_001180304", "NP_783313", "NR_034166"]	NCBI:txid9606
ENSG00000174917	MICOS13	mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702]	["C19orf70", "ENTREZ:125988", "HGNC:33702", "MIC12", "MIC13", "MICOS13", "MIM:616658", "NM_001308240", "NM_001365761", "NM_205767", "NP_001295169", "NP_001352690", "NP_991330", "P117", "QIL1", "XM_011527675", "XP_011525977", "mitochondrial contact site and cristae organizing system subunit 13"]	NCBI:txid9606
ENSG00000174990	CA5A	carbonic anhydrase 5A [Source:HGNC Symbol;Acc:HGNC:1377]	["CA5", "CA5A", "CA5AD", "CAV", "CAVA", "ENTREZ:763", "GS1-21A4.1", "HGNC:1377", "MIM:114761", "NM_001367225", "NM_001739", "NP_001354154", "NP_001730", "NR_159798", "NR_159799", "XM_005256134", "XM_011523309", "XM_017023646", "XP_005256191", "XP_011521611", "XP_016879135", "carbonic anhydrase 5A"]	NCBI:txid9606
ENSG00000175029	CTBP2	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]	["C-terminal binding protein 2", "CTBP2", "ENTREZ:1488", "HGNC:2495", "MIM:602619", "NM_001083914", "NM_001290214", "NM_001290215", "NM_001321012", "NM_001321013", "NM_001321014", "NM_001329", "NM_001363508", "NM_022802", "NP_001077383", "NP_001277143", "NP_001277144", "NP_001307941", "NP_001307942", "NP_001307943", "NP_001320", "NP_001350437", "NP_073713", "XM_005269561", "XM_005269564", "XM_005269567", "XM_005269568", "XM_005269569", "XM_005269571", "XM_005269572", "XM_006717642", "XM_011539351", "XM_011539353", "XM_011539354", "XM_011539355", "XM_011539357", "XM_011539358", "XM_017015756", "XM_017015757", "XM_024447830", "XM_024447831", "XP_005269618", "XP_005269621", "XP_005269624", "XP_005269625", "XP_005269626", "XP_005269628", "XP_005269629", "XP_006717705", "XP_011537653", "XP_011537655", "XP_011537656", "XP_011537657", "XP_011537659", "XP_011537660", "XP_016871245", "XP_016871246", "XP_024303598", "XP_024303599"]	NCBI:txid9606
ENSG00000175054	ATR	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]	["ATR serine/threonine kinase", "ATR", "ENTREZ:545", "FCTCS", "FRP1", "HGNC:882", "MEC1", "MIM:601215", "NM_001184", "NM_001354579", "NP_001175", "NP_001341508", "SCKL", "SCKL1", "XM_011512924", "XM_011512925", "XP_011511226", "XP_011511227", "XR_001740179", "XR_001740180", "XR_001740181", "XR_001740182", "XR_002959543", "XR_924148"]	NCBI:txid9606
ENSG00000175065	DSG4	desmoglein 4 [Source:HGNC Symbol;Acc:HGNC:21307]	["CDGF13", "CDHF13", "DSG4", "ENTREZ:147409", "HGNC:21307", "HYPT6", "LAH", "MIM:607892", "NM_001134453", "NM_177986", "NP_001127925", "NP_817123", "XM_011525827", "XP_011524129", "desmoglein 4"]	NCBI:txid9606
ENSG00000175084	DES	desmin [Source:HGNC Symbol;Acc:HGNC:2770]	["CDCD3", "CSM1", "CSM2", "DES", "ENTREZ:1674", "HGNC:2770", "LGMD1D", "LGMD1E", "LGMD2R", "MIM:125660", "NM_001382708", "NM_001382709", "NM_001382710", "NM_001382711", "NM_001382712", "NM_001382713", "NM_001927", "NP_001369637", "NP_001369638", "NP_001369639", "NP_001369640", "NP_001369641", "NP_001369642", "NP_001918", "desmin"]	NCBI:txid9606
ENSG00000175097	RAG2	recombination activating 2 [Source:HGNC Symbol;Acc:HGNC:9832]	["ENTREZ:5897", "HGNC:9832", "MIM:179616", "NM_000536", "NM_001243785", "NM_001243786", "NP_000527", "NP_001230714", "NP_001230715", "NR_033666", "RAG-2", "RAG2", "recombination activating 2"]	NCBI:txid9606
ENSG00000175104	TRAF6	TNF receptor associated factor 6 [Source:HGNC Symbol;Acc:HGNC:12036]	["ENTREZ:7189", "HGNC:12036", "MGC:3310", "MIM:602355", "NM_004620", "NM_145803", "NP_004611", "NP_665802", "RNF85", "TNF receptor associated factor 6", "TRAF6", "XM_017018220", "XP_016873709"]	NCBI:txid9606
ENSG00000175110	MRPS22	mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]	["C3orf5", "COXPD5", "ENTREZ:56945", "GIBT", "GK002", "HGNC:14508", "MIM:605810", "MRP-S22", "MRPS22", "NM_001363857", "NM_001363893", "NM_020191", "NP_001350786", "NP_001350822", "NP_064576", "ODG7", "RPMS22", "mitochondrial ribosomal protein S22"]	NCBI:txid9606
ENSG00000175198	PCCA	propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653]	["ENTREZ:5095", "HGNC:8653", "MIM:232000", "NM_000282", "NM_001127692", "NM_001178004", "NM_001352605", "NM_001352606", "NM_001352607", "NM_001352608", "NM_001352609", "NM_001352610", "NM_001352611", "NM_001352612", "NP_000273", "NP_001121164", "NP_001171475", "NP_001339534", "NP_001339535", "NP_001339536", "NP_001339537", "NP_001339538", "NP_001339539", "NP_001339540", "NP_001339541", "NR_148027", "NR_148028", "NR_148029", "NR_148030", "NR_148031", "PCCA", "XM_011521093", "XM_017020605", "XM_017020606", "XM_017020607", "XM_017020609", "XM_017020611", "XM_017020612", "XM_017020613", "XM_017020615", "XM_017020616", "XP_011519395", "XP_016876094", "XP_016876095", "XP_016876096", "XP_016876098", "XP_016876100", "XP_016876101", "XP_016876102", "XP_016876104", "XP_016876105", "XR_001749567", "XR_001749568", "XR_001749569", "XR_001749574", "XR_001749576", "XR_001749577", "XR_931615", "propionyl-CoA carboxylase subunit alpha"]	NCBI:txid9606
ENSG00000175206	NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]	["ANF", "ANP", "ATFB6", "ATRST2", "CDD", "CDD-ANF", "CDP", "ENTREZ:4878", "HGNC:7939", "MIM:108780", "NM_006172", "NPPA", "NP_006163", "PND", "natriuretic peptide A"]	NCBI:txid9606
ENSG00000175213	ZNF408	zinc finger protein 408 [Source:HGNC Symbol;Acc:HGNC:20041]	["ENTREZ:79797", "EVR6", "HGNC:20041", "MIM:616454", "NM_001184751", "NM_024741", "NP_001171680", "NP_079017", "RP72", "ZNF408", "zinc finger protein 408"]	NCBI:txid9606
ENSG00000175220	ARHGAP1	Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]	["ARHGAP1", "CDC42GAP", "ENTREZ:392", "HGNC:673", "MIM:602732", "NM_004308", "NP_004299", "RHOGAP", "RHOGAP1", "Rho GTPase activating protein 1", "XM_011520095", "XM_024448520", "XP_011518397", "XP_024304288", "p50rhoGAP"]	NCBI:txid9606
ENSG00000175283	DOLK	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]	["CDG1M", "DK", "DK1", "DOLK", "ENTREZ:22845", "HGNC:23406", "MIM:610746", "NM_014908", "NP_055723", "SEC59", "TMEM15", "dolichol kinase"]	NCBI:txid9606
ENSG00000175294	CATSPER1	cation channel sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]	["CATSPER", "CATSPER1", "ENTREZ:117144", "HGNC:17116", "MIM:606389", "NM_053054", "NP_444282", "SPGF7", "XR_002957121", "XR_002957122", "XR_949785", "XR_949787", "cation channel sperm associated 1"]	NCBI:txid9606
ENSG00000175315	CST6	cystatin E/M [Source:HGNC Symbol;Acc:HGNC:2478]	["CST6", "ECTD15", "ENTREZ:1474", "HGNC:2478", "MIM:601891", "NM_001323", "NP_001314", "cystatin E/M"]	NCBI:txid9606
ENSG00000175322	ZNF519	zinc finger protein 519 [Source:HGNC Symbol;Acc:HGNC:30574]	["ENTREZ:162655", "HGNC:30574", "HsT2362", "NM_145287", "NP_660330", "NR_033354", "ZNF519", "zinc finger protein 519"]	NCBI:txid9606
